real_path,fake_path
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00001.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00001.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00017.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00017.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00033.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00033.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00049.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00049.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00065.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00065.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00081.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00081.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00097.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00097.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00113.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00113.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00129.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00129.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00145.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00145.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00161.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00161.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00177.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00177.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00193.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00193.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00209.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00209.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00225.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00225.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00241.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00241.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00257.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00257.png
../data/Real/Aff-Wild2_v3/24-30-1920x1080-2/00273.jpg,../data/Fake/Aff-Wild2_v3/24-30-1920x1080-2/00273.png
